F0	0	(0.0)
F1	4a000008	(2097154.0)
F2	4c0c4800	(36773888.0)
F3	4c144800	(38871042.0)
F4	ca000008	(-2097154.0)
F5	d694480a	(-81518561214468.0)
F6	32dcfc46	(2.572609193239533e-08)
F7	40e00000	(7.0)
F8	41000000	(8.0)
F9	41100000	(9.0)
F10	41200000	(10.0)
F11	41300000	(11.0)
F12	41400000	(12.0)
F13	41500000	(13.0)
F14	41600000	(14.0)
F15	41700000	(15.0)
